Transaction_ID,Customer_ID,Time_ID,Location_ID,Device_ID,Account_ID,Transaction_Type_ID,Recent_Transaction_Amount,Risk_Score,Is_Fraudulent
TXN002758,CUST00730,221,3,2,98,2,3019.451657,0.141,0
TXN002759,CUST00754,218,9,2,493,4,3611.484761,0.577,0
TXN002760,CUST00682,596,1,3,845,3,4039.463669,0.528,0
TXN002761,CUST00789,751,10,2,355,5,44.47619748,0.061,0
TXN002762,CUST00946,473,2,2,933,1,1930.53248,0.397,0
TXN002763,CUST00529,36,4,2,743,5,465.4428097,0.529,0
TXN002764,CUST00348,812,10,2,913,5,4093.629508,0.531,0
TXN002765,CUST00547,629,7,2,425,1,4709.7794,0.442,0
TXN002766,CUST00423,930,3,2,441,5,541.6764126,0.596,0
TXN002767,CUST00674,533,6,1,704,4,4165.392223,0,0
TXN002768,CUST00565,603,5,1,809,2,3577.639112,0.392,0
TXN002769,CUST00037,478,9,2,538,1,1794.613651,0.16,0
TXN002770,CUST00933,147,1,2,624,4,3903.764038,0.085,0
TXN002771,CUST00850,1185,5,3,364,2,864.3288476,0.258,0
TXN002772,CUST00979,398,10,1,618,2,2589.065584,0.44,0
TXN002773,CUST00449,1075,7,2,318,5,8.654666935,0.243,0
TXN002774,CUST00691,421,7,3,31,2,2470.931113,0.512,0
TXN002775,CUST00331,1219,7,3,806,2,1231.858197,0.391,0
TXN002776,CUST00821,118,8,3,61,4,2261.966418,0,0
TXN002777,CUST00593,287,3,1,474,4,4916.693013,0.644,0
TXN002778,CUST00683,1220,1,3,587,3,338.6618052,0.152,0
TXN002779,CUST00022,1165,2,1,358,3,4458.235109,0.266,0
TXN002780,CUST00715,978,5,1,919,2,2604.015938,0.289,0
TXN002781,CUST00144,566,4,2,177,2,3809.495123,0.228,0
TXN002782,CUST00008,164,10,1,19,1,2943.845208,0.714,0
TXN002783,CUST00648,895,3,2,536,4,4874.238145,0.348,0
TXN002784,CUST00887,668,7,2,192,5,4316.646781,0.227,0
TXN002785,CUST00347,1186,4,1,837,4,2019.44058,0.466,0
TXN002786,CUST00147,12,2,2,934,1,763.0141555,0.404,0
TXN002787,CUST00775,274,1,2,517,1,3489.579007,0.356,0
TXN002788,CUST00328,219,2,1,544,5,2747.501614,0.326,0
TXN002789,CUST00323,776,2,2,52,2,4828.463697,0.487,0
TXN002790,CUST00772,971,6,3,263,2,3602.352831,0.154,0
TXN002791,CUST00324,1157,7,3,447,3,3540.357379,0.38,0
TXN002792,CUST00678,741,5,3,262,2,4139.283622,0.096,0
TXN002793,CUST00656,612,4,1,36,1,2980.376142,0.157,0
TXN002794,CUST00316,1073,6,1,362,4,3878.622479,0.097,0
TXN002795,CUST00593,329,9,3,474,5,519.209878,0.202,0
TXN002796,CUST00957,1221,8,3,1,4,2955.594624,0.425,0
TXN002797,CUST00210,803,5,3,408,4,727.1566336,0.147,0
TXN002798,CUST00110,812,2,3,113,4,4076.242117,0.603,0
TXN002799,CUST00161,506,1,1,645,2,1840.390453,0.397,0
TXN002800,CUST00308,410,3,1,803,5,4134.797558,0.088,0
TXN002801,CUST00303,966,4,3,731,2,4983.893866,0.038,0
TXN002802,CUST00712,547,8,1,209,2,835.4368746,0.383,0
TXN002803,CUST00898,1143,5,3,920,1,1868.975567,0.586,0
TXN002804,CUST00782,1222,4,3,674,1,3545.670837,0.545,0
TXN002805,CUST00835,1104,3,3,912,3,4721.935546,0.323,0
TXN002806,CUST00875,1085,9,1,80,2,1736.975609,0.219,0
TXN002807,CUST00384,1223,3,1,152,1,1241.728349,0.1,0
TXN002808,CUST00806,714,6,1,769,5,4560.340762,0.5,0
TXN002809,CUST00258,646,6,1,633,2,320.0787499,0.162,0
TXN002810,CUST00267,622,6,1,74,5,281.8303075,0,0
TXN002811,CUST00745,473,3,1,369,4,764.8803923,0,0
TXN002812,CUST00966,935,3,2,223,3,3332.882756,0.285,0
TXN002813,CUST00286,471,7,3,871,2,1670.36839,0.116,0
TXN002814,CUST00992,423,5,2,190,3,2529.907684,0.703,0
TXN002815,CUST00948,370,2,1,27,5,2973.628724,0.284,0
TXN002816,CUST00311,163,6,1,206,4,3684.098118,0.366,0
TXN002817,CUST00228,1003,5,2,808,2,4297.683996,0.876,1
TXN002818,CUST00505,156,10,3,749,3,3390.452899,0.386,0
TXN002819,CUST00844,1224,5,1,662,2,2801.069663,0.222,0
TXN002820,CUST00139,500,5,2,207,5,700.1484569,0.378,0
TXN002821,CUST00462,1225,8,2,848,1,923.116835,0.113,0
TXN002822,CUST00228,497,5,1,808,3,2182.586398,0.241,0
TXN002823,CUST00292,1104,7,2,527,3,871.1159597,0.381,0
TXN002824,CUST00691,125,4,3,31,5,4469.808793,0.37,0
TXN002825,CUST00452,900,6,3,935,3,1325.666597,0.214,0
TXN002826,CUST00429,741,10,3,901,2,3326.680045,0.257,0
TXN002827,CUST00046,854,9,3,899,4,4241.275362,0.386,0
TXN002828,CUST00452,366,6,2,935,5,3346.605328,0.316,0
TXN002829,CUST00346,467,9,1,136,4,876.8524054,0.229,0
TXN002830,CUST00610,1030,6,2,716,3,4777.52497,0.222,0
TXN002831,CUST00069,669,7,3,671,5,1170.990948,0.179,0
TXN002832,CUST00411,830,2,2,579,5,2759.396784,0.019,0
TXN002833,CUST00205,678,2,1,367,1,2082.706362,0.143,0
TXN002834,CUST00319,94,3,1,619,4,4018.565296,0.431,0
TXN002835,CUST00017,800,7,3,877,4,834.7130899,0.392,0
TXN002836,CUST00701,231,8,3,433,5,2369.092242,0.318,0
TXN002837,CUST00493,978,10,3,790,3,967.7498492,0.102,0
TXN002838,CUST00477,1087,5,3,432,5,2478.586346,0.479,0
TXN002839,CUST00716,896,6,1,884,2,2657.586387,0.146,0
TXN002840,CUST00994,673,7,3,936,2,2009.365368,0.633,0
TXN002841,CUST00648,386,9,1,536,2,824.4743588,0.311,0
TXN002842,CUST00630,527,5,2,780,4,165.2566287,0.207,0
TXN002843,CUST00463,1226,4,1,124,2,3491.057049,0.392,0
TXN002844,CUST00046,734,10,1,899,1,614.5208618,0.246,0
TXN002845,CUST00217,196,7,3,937,1,1510.483832,0,0
TXN002846,CUST00917,476,8,1,217,5,4537.850359,0.456,0
TXN002847,CUST00474,1032,8,3,938,2,4118.5881,0.134,0
TXN002848,CUST00495,267,1,2,608,3,2257.2109,0.254,0
TXN002849,CUST00332,933,9,3,751,2,3251.871281,0.16,0
TXN002850,CUST00048,688,3,2,143,4,3613.838599,0.127,0
TXN002851,CUST00083,550,1,3,589,4,1273.987625,0.286,0
TXN002852,CUST00656,511,1,2,36,2,4619.092082,0.715,0
TXN002853,CUST00160,1227,6,1,175,5,4725.945173,0.503,0
TXN002854,CUST00217,397,10,3,937,2,602.4841564,0.715,0
TXN002855,CUST00524,417,10,3,897,4,3234.540894,0.642,0
TXN002856,CUST00245,578,9,3,444,4,3193.630219,0.437,0
TXN002857,CUST00562,154,9,1,126,5,2171.255476,0.384,0
TXN002858,CUST00148,1149,6,3,39,2,2984.785332,0.881,1
TXN002859,CUST00589,812,10,2,532,3,1073.863584,0.173,0
TXN002860,CUST00080,1042,10,3,165,1,2373.588248,0.126,0
TXN002861,CUST00251,58,9,1,764,3,4263.439961,0.362,0
TXN002862,CUST00333,434,10,1,598,4,2762.358277,0.296,0
TXN002863,CUST00129,156,8,2,655,2,2783.860549,0.421,0
TXN002864,CUST00736,444,1,2,404,5,656.6688925,0.095,0
TXN002865,CUST00649,87,1,3,327,3,114.4369513,0.089,0
TXN002866,CUST00306,541,6,3,58,5,4482.385874,0.505,0
TXN002867,CUST00583,1015,10,2,154,1,3788.073696,0.202,0
TXN002868,CUST00265,382,6,1,211,4,3908.26267,0.482,0
TXN002869,CUST00530,94,2,3,805,4,1008.868161,0.301,0
TXN002870,CUST00567,1228,4,2,836,2,4526.519378,0.129,0
TXN002871,CUST00584,1229,3,1,60,4,2851.796225,0.493,0
TXN002872,CUST00853,736,3,1,429,5,893.5314697,0.514,0
TXN002873,CUST00781,115,1,1,581,3,3975.108019,0.101,0
TXN002874,CUST00585,1230,4,3,150,1,4740.039257,0.176,0
TXN002875,CUST00115,1231,6,2,73,3,2038.105188,0.534,0
TXN002876,CUST00538,1058,1,1,786,5,3438.465847,0.142,0
TXN002877,CUST00171,1232,8,1,861,3,4607.299841,0.476,0
TXN002878,CUST00988,198,9,2,278,3,81.06934457,0.126,0
TXN002879,CUST00772,342,2,2,263,1,1492.928351,0.33,0
TXN002880,CUST00006,206,1,3,939,2,820.5382085,0.14,0
TXN002881,CUST00577,261,6,2,406,2,4104.82398,0.413,0
TXN002882,CUST00656,202,2,3,36,2,1864.956849,0.287,0
TXN002883,CUST00206,987,4,2,673,1,4547.344373,0.034,0
TXN002884,CUST00708,1118,6,1,265,5,2127.310961,0.455,0
TXN002885,CUST00202,398,9,1,333,1,2544.689186,0.737,0
TXN002886,CUST00803,146,7,2,332,3,1743.492847,0.126,0
TXN002887,CUST00295,549,6,1,714,3,2657.799054,0.344,0
TXN002888,CUST00298,145,3,3,385,5,1535.529174,0.076,0
TXN002889,CUST00234,621,6,1,585,3,4035.87349,0.3,0
TXN002890,CUST00262,457,1,2,654,3,1203.293763,0,0
TXN002891,CUST00833,1233,1,2,595,2,292.179232,0.251,0
TXN002892,CUST00951,232,2,2,245,1,2335.048115,0.073,0
TXN002893,CUST00932,611,8,2,870,2,4588.190868,0.404,0
TXN002894,CUST00433,206,4,3,573,1,2354.343518,0.403,0
TXN002895,CUST00605,1234,2,1,50,3,545.1035923,0.407,0
TXN002896,CUST00455,1235,9,2,653,1,4319.062257,0.135,0
TXN002897,CUST00033,454,7,1,321,4,1093.893723,0.189,0
TXN002898,CUST00771,1236,3,1,940,5,3746.883883,0.447,0
TXN002899,CUST00251,430,10,3,764,2,2641.638972,0.129,0
TXN002900,CUST00648,1198,6,1,536,1,4430.684212,0.279,0
TXN002901,CUST00245,299,10,2,444,1,1244.34745,0.556,0
TXN002902,CUST00632,232,7,3,701,3,2261.345688,0.529,0
TXN002903,CUST00519,1237,3,1,381,2,4349.223597,0.322,0
TXN002904,CUST00718,643,9,2,173,4,1059.304319,0.293,0
TXN002905,CUST00151,338,1,1,941,2,3850.524509,0.283,0
TXN002906,CUST00413,247,2,1,904,2,3878.92702,0.427,0
TXN002907,CUST00704,28,5,1,715,2,4598.07997,0.61,0
TXN002908,CUST00098,781,6,3,120,3,1941.744273,0.175,0
TXN002909,CUST00773,270,3,2,942,2,16.32402335,0.542,0
TXN002910,CUST00578,625,6,3,607,5,2228.323793,0.272,0
TXN002911,CUST00906,1087,5,1,943,4,582.9525336,0.268,0
TXN002912,CUST00377,844,1,3,391,5,829.5431538,0.307,0
TXN002913,CUST00136,1154,5,3,129,3,1562.294869,0.166,0
TXN002914,CUST00874,880,8,1,944,2,1050.299682,0.374,0
TXN002915,CUST00499,723,2,3,305,3,4435.961155,0.197,0
TXN002916,CUST00852,1238,5,2,322,5,2918.941258,0.202,0
TXN002917,CUST00359,606,5,1,401,2,3851.531983,0.53,0
TXN002918,CUST00803,261,7,2,332,3,147.4856969,0.208,0
TXN002919,CUST00547,401,8,2,425,4,3350.216744,0.248,0
TXN002920,CUST00640,605,2,3,578,4,2755.560149,0.1,0
TXN002921,CUST00142,1239,7,2,421,5,4194.636925,0.115,0
TXN002922,CUST00110,887,10,2,113,2,1873.41934,0.326,0
TXN002923,CUST00899,685,6,2,229,2,2397.934147,0.151,0
TXN002924,CUST00699,101,6,2,795,5,2537.812602,0.538,0
TXN002925,CUST00132,1240,9,1,312,3,3196.768139,0.141,0
TXN002926,CUST00496,877,3,3,294,4,4860.843119,0.109,0
TXN002927,CUST00039,24,8,3,859,2,3878.806779,0.67,0
TXN002928,CUST00081,916,7,2,945,5,1995.861209,0.349,0
TXN002929,CUST00655,1241,3,3,735,3,1073.405652,0.537,0
TXN002930,CUST00996,661,6,3,459,4,3158.295803,0.546,0
TXN002931,CUST00975,1058,3,2,430,2,3937.687031,0.153,0
TXN002932,CUST00397,400,10,3,470,4,1453.934597,0.088,0
TXN002933,CUST00409,956,6,2,922,5,754.437249,0.136,0
TXN002934,CUST00440,1242,9,3,218,4,351.2363981,0.127,0
TXN002935,CUST00100,1243,6,2,213,4,3699.916107,0.286,0
TXN002936,CUST00927,651,7,3,201,2,3103.50076,0,0
TXN002937,CUST00457,895,5,3,75,2,385.2822302,0.391,0
TXN002938,CUST00905,1131,9,1,946,2,2661.766262,0.152,0
TXN002939,CUST00625,621,2,2,462,5,3028.555234,0.512,0
TXN002940,CUST00970,474,10,1,283,2,3014.510641,0.18,0
TXN002941,CUST00284,875,1,3,785,2,2789.889902,0.026,0
TXN002942,CUST00618,68,2,2,292,5,4718.769812,0.249,0
TXN002943,CUST00852,581,3,1,322,5,3083.54339,0.161,0
TXN002944,CUST00308,117,9,2,803,5,2408.390458,0.157,0
TXN002945,CUST00054,950,1,3,695,2,866.9692373,0.128,0
TXN002946,CUST00352,976,10,2,726,4,563.5528368,0,0
TXN002947,CUST00791,783,1,2,280,2,4096.404673,0.285,0
TXN002948,CUST00641,201,9,3,898,3,237.7447043,0,0
TXN002949,CUST00161,720,10,2,645,2,4846.679402,0.518,0
TXN002950,CUST00863,777,5,3,586,4,2970.58676,0.584,0
TXN002951,CUST00044,346,9,3,298,4,3101.351075,0.391,0
TXN002952,CUST00299,217,3,3,659,1,4267.499841,0.274,0
TXN002953,CUST00701,656,1,3,433,1,3359.285491,0.198,0
TXN002954,CUST00862,493,7,2,699,5,533.9114262,0.178,0
TXN002955,CUST00213,881,6,2,660,2,4343.618175,0.367,0
TXN002956,CUST00340,936,1,3,419,2,3104.900608,0.384,0
TXN002957,CUST00860,146,1,1,119,3,955.314602,0.288,0
TXN002958,CUST00863,796,3,2,586,1,2051.345638,0.555,0
TXN002959,CUST00251,491,6,2,764,1,3910.789426,0.378,0
TXN002960,CUST00762,1187,6,3,574,2,4538.220441,0.258,0
TXN002961,CUST00975,451,10,1,430,4,2878.976617,0.645,0
TXN002962,CUST00178,853,1,3,730,4,235.8795372,0.405,0
TXN002963,CUST00955,1144,4,2,656,4,4188.367026,0.764,1
TXN002964,CUST00575,1244,9,3,664,5,2232.251167,0.458,0
TXN002965,CUST00981,692,1,2,178,4,3460.878749,0.113,0
TXN002966,CUST00868,1186,1,1,377,1,1772.913956,0.243,0
TXN002967,CUST00026,421,6,2,142,2,449.1279801,0.234,0
TXN002968,CUST00866,243,2,1,51,4,3087.346816,0.139,0
TXN002969,CUST00633,34,6,1,767,3,1814.955246,0.295,0
TXN002970,CUST00347,1164,1,3,837,3,3212.654604,0.223,0
TXN002971,CUST00609,1205,4,3,850,5,659.391855,0.254,0
TXN002972,CUST00575,11,2,1,664,4,2179.224621,0.025,0
TXN002973,CUST00140,272,7,1,789,4,4655.289688,0.73,0
TXN002974,CUST00992,184,3,2,190,4,3623.273685,0,0
TXN002975,CUST00363,2,1,3,693,4,2098.84827,0.229,0
TXN002976,CUST00876,500,8,3,648,4,1929.889328,0.122,0
TXN002977,CUST00376,683,8,2,240,2,563.077927,0.749,0
TXN002978,CUST00869,207,10,1,371,5,2988.799105,0.607,0
TXN002979,CUST00764,269,3,3,354,4,4958.274816,0.287,0
TXN002980,CUST00277,1132,2,1,518,4,2795.4399,0.363,0
TXN002981,CUST00865,309,1,1,702,1,3646.191618,0.25,0
TXN002982,CUST00191,136,5,1,464,5,275.2879459,0.095,0
TXN002983,CUST00791,771,9,2,280,3,1144.335186,0,0
TXN002984,CUST00414,1245,3,2,15,1,1565.302055,0.106,0
TXN002985,CUST00750,1246,3,2,642,4,2820.864173,0.225,0
TXN002986,CUST00492,968,8,1,84,2,4632.294737,0.508,0
TXN002987,CUST00239,80,9,2,718,4,4167.618347,0.206,0
TXN002988,CUST00627,355,8,1,783,1,2327.23735,0,0
TXN002989,CUST00426,396,6,2,169,4,3262.664403,0.11,0
TXN002990,CUST00950,112,6,1,506,1,1123.178664,0.199,0
TXN002991,CUST00557,374,10,1,522,1,24.94459096,0.189,0
TXN002992,CUST00645,1177,2,3,947,5,516.9877588,0.153,0
TXN002993,CUST00719,1141,8,1,666,5,106.7582706,0.067,0
TXN002994,CUST00893,507,6,1,30,3,1138.733,0.616,0
TXN002995,CUST00168,606,1,3,400,3,2689.326843,0.371,0
TXN002996,CUST00997,1080,10,2,707,5,4964.460741,0.283,0
TXN002997,CUST00499,449,9,2,305,4,1169.76929,0.784,1
TXN002998,CUST00972,1247,4,3,948,5,309.7490864,0.101,0
TXN002999,CUST00244,1187,9,2,326,5,2637.262402,0.435,0
TXN003000,CUST00721,851,8,1,234,5,2715.261803,0.433,0
TXN003001,CUST00597,13,2,3,473,4,3018.762466,0.485,0
TXN003002,CUST00825,1248,3,1,107,4,2794.677161,0.259,0
TXN003003,CUST00007,496,5,2,844,1,276.6390493,0.093,0
TXN003004,CUST00472,803,7,3,617,4,4971.946046,0.528,0
TXN003005,CUST00177,1190,5,1,383,5,711.0635301,0.571,0
TXN003006,CUST00099,900,6,1,949,3,4534.127428,0.076,0
TXN003007,CUST00990,147,1,2,2,5,1652.094382,0.119,0
TXN003008,CUST00955,1249,5,3,656,4,505.7761393,0.802,1
TXN003009,CUST00906,482,7,1,943,1,2777.833354,0.103,0
TXN003010,CUST00369,1250,1,2,582,4,4408.493577,0.01,0
TXN003011,CUST00345,1251,4,2,185,1,1772.277774,0.257,0
TXN003012,CUST00905,883,7,3,946,5,561.1614598,0.269,0
TXN003013,CUST00645,1252,1,3,947,1,1875.895278,0,0
TXN003014,CUST00536,1050,3,1,855,2,3975.759239,0.345,0
TXN003015,CUST00143,484,3,3,740,1,2206.988319,0.418,0
TXN003016,CUST00589,537,3,1,532,5,101.7423905,0.423,0
TXN003017,CUST00124,999,5,1,455,3,1785.904834,0.335,0
TXN003018,CUST00576,982,4,2,777,1,3444.661375,0.546,0
TXN003019,CUST00533,1253,4,3,183,4,3790.237189,0.408,0
TXN003020,CUST00050,364,6,1,82,2,3529.376354,0.181,0
TXN003021,CUST00626,778,4,3,697,3,2099.746054,0.381,0
TXN003022,CUST00636,151,8,3,503,3,3780.230096,0.244,0
TXN003023,CUST00990,209,7,2,2,2,2264.973687,0.224,0
TXN003024,CUST00009,697,8,1,672,1,3825.292483,0.337,0
TXN003025,CUST00043,516,2,3,663,2,1279.046394,0.194,0
TXN003026,CUST00181,700,5,3,734,3,1053.504667,0.075,0
TXN003027,CUST00676,1216,10,2,950,4,4045.378035,0.283,0
TXN003028,CUST00245,851,3,1,444,4,4252.941183,0.37,0
TXN003029,CUST00425,541,10,1,407,4,4220.286315,0.264,0
TXN003030,CUST00718,1254,7,1,173,2,1412.633896,0.106,0
TXN003031,CUST00958,490,6,2,12,5,2862.513009,0.091,0
TXN003032,CUST00006,850,2,3,939,3,59.41234771,0.616,0
TXN003033,CUST00753,836,8,1,588,3,680.1873998,0.383,0
TXN003034,CUST00907,1255,8,2,719,1,4162.04162,0.393,0
TXN003035,CUST00676,935,3,3,950,5,2264.050756,0.45,0
TXN003036,CUST00432,853,4,2,65,1,3681.379631,0.015,0
TXN003037,CUST00948,1109,7,3,27,1,1874.644466,0,0
TXN003038,CUST00699,1256,6,2,795,5,1393.940459,0.361,0
TXN003039,CUST00493,192,7,3,790,3,2755.559814,0.17,0
TXN003040,CUST00627,841,5,2,783,1,706.0007433,0.26,0
TXN003041,CUST00279,1222,8,2,485,3,4323.843546,0.486,0
TXN003042,CUST00621,619,7,2,951,1,2082.771791,0.425,0
TXN003043,CUST00063,1154,10,1,952,4,2456.332657,0.284,0
TXN003044,CUST00219,1012,4,1,384,1,2708.697351,0.443,0
TXN003045,CUST00502,959,2,3,811,2,990.5834925,0.375,0
TXN003046,CUST00335,1191,7,2,285,4,1988.932174,0,0
TXN003047,CUST00408,549,8,2,130,5,4434.012083,0.461,0
TXN003048,CUST00674,949,9,3,704,4,530.0738691,0,0
TXN003049,CUST00481,501,9,1,349,2,1343.486051,0.292,0
TXN003050,CUST00793,750,5,1,221,4,2031.680248,0.212,0
TXN003051,CUST00320,855,1,3,390,5,4559.913173,0.671,0
TXN003052,CUST00097,1171,10,1,366,3,2226.503829,0.003,0
TXN003053,CUST00916,748,3,3,361,4,4466.639378,0.803,1
TXN003054,CUST00638,1189,7,3,658,2,643.9409755,0,0
TXN003055,CUST00820,524,5,2,670,5,4912.509933,0.095,0
TXN003056,CUST00034,747,7,3,953,5,1250.699943,0.331,0
TXN003057,CUST00556,845,1,2,303,3,264.2047083,0.457,0
TXN003058,CUST00641,990,5,1,898,3,4529.085623,0.553,0
TXN003059,CUST00252,875,9,1,271,3,1490.16213,0.405,0
TXN003060,CUST00408,282,4,1,130,2,4405.568495,0.077,0
TXN003061,CUST00607,1196,10,2,111,2,1632.50275,0.646,0
TXN003062,CUST00014,422,8,1,537,2,844.2371007,0.092,0
TXN003063,CUST00452,666,5,3,935,1,1752.547272,0.663,0
TXN003064,CUST00231,937,1,1,85,5,1026.971572,0.135,0
TXN003065,CUST00078,1095,2,1,42,4,1499.214737,0.168,0
TXN003066,CUST00843,704,8,3,684,4,910.2483405,0.585,0
TXN003067,CUST00042,529,7,1,117,2,712.8793363,0.318,0
TXN003068,CUST00232,431,2,1,266,2,4367.624887,0.495,0
TXN003069,CUST00840,1154,9,3,313,3,735.7672651,0.116,0
TXN003070,CUST00831,1253,1,1,644,4,3993.326911,0,0
TXN003071,CUST00107,634,4,2,705,3,2226.730003,0.247,0
TXN003072,CUST00979,724,2,2,618,3,3334.359018,0.453,0
TXN003073,CUST00799,744,1,2,135,3,4661.088648,0.329,0
TXN003074,CUST00216,1257,6,3,954,4,318.9189001,0.191,0
TXN003075,CUST00305,462,2,1,299,3,1741.415629,0.073,0
TXN003076,CUST00469,845,9,1,955,4,4838.859608,0.014,0
TXN003077,CUST00735,155,1,1,504,3,2524.471085,0.107,0
TXN003078,CUST00499,1160,4,1,305,4,4730.170089,0.182,0
TXN003079,CUST00962,31,1,2,360,4,3685.256777,0.431,0
TXN003080,CUST00878,627,3,3,250,3,4739.814126,0.077,0
TXN003081,CUST00260,1133,9,1,212,4,3506.491446,0.227,0
TXN003082,CUST00509,1130,2,2,368,4,4012.624885,0.182,0
TXN003083,CUST00909,42,10,3,341,1,1477.121752,0.134,0
TXN003084,CUST00049,260,4,3,867,3,3311.717457,0.499,0
TXN003085,CUST00568,671,3,3,721,2,547.0771167,0.535,0
TXN003086,CUST00839,989,5,2,711,1,3256.557974,0,0
TXN003087,CUST00949,1258,1,2,187,2,3516.986322,0.37,0
TXN003088,CUST00963,994,5,2,686,4,462.1097797,0.171,0
TXN003089,CUST00469,414,6,3,955,4,4609.629944,0.04,0
TXN003090,CUST00993,657,5,1,330,4,4203.651796,0,0
TXN003091,CUST00718,1180,4,3,173,3,4652.61055,0.583,0
TXN003092,CUST00720,1242,7,1,114,2,62.67532724,0.394,0
TXN003093,CUST00697,910,1,1,424,5,1668.812287,0.031,0
TXN003094,CUST00828,1259,10,3,306,3,3079.909403,0.338,0
TXN003095,CUST00652,717,9,3,956,2,3541.10867,0.071,0
TXN003096,CUST00475,19,10,3,768,1,4947.762657,0.383,0
TXN003097,CUST00798,462,10,2,957,5,3578.748083,0.638,0
TXN003098,CUST00395,1048,9,3,115,2,1925.740217,0.352,0
TXN003099,CUST00551,161,6,3,428,1,1091.035101,0.574,0
TXN003100,CUST00685,1260,10,3,480,4,3745.748621,0.525,0
TXN003101,CUST00535,325,8,1,251,1,3114.593787,0.202,0
TXN003102,CUST00851,435,6,1,149,1,4372.435482,0.21,0
TXN003103,CUST01000,285,3,2,682,5,3495.311665,0.322,0
TXN003104,CUST00146,511,1,3,161,3,298.175572,0.423,0
TXN003105,CUST00707,903,1,3,337,4,2828.015312,0.767,1
TXN003106,CUST00684,547,9,1,81,5,937.7731911,0.326,0
TXN003107,CUST00605,1261,1,2,50,1,4347.26381,0.331,0
TXN003108,CUST00031,289,2,1,134,2,3699.027404,0.501,0
TXN003109,CUST00170,965,5,3,594,2,3117.552625,0,0
TXN003110,CUST00887,1183,7,1,192,3,3801.294408,0.175,0
TXN003111,CUST00494,298,6,2,703,2,1440.682676,0.3,0
TXN003112,CUST00960,988,8,2,830,2,127.3620075,0.099,0
TXN003113,CUST00289,933,1,3,248,1,2060.920155,0.199,0
TXN003114,CUST00343,199,2,2,547,4,4652.738844,0.201,0
TXN003115,CUST00499,1262,8,2,305,3,2753.468465,0.179,0
TXN003116,CUST00039,139,7,1,859,3,3391.495975,0.111,0
TXN003117,CUST00231,334,10,2,85,2,1122.259403,0.255,0
TXN003118,CUST00737,802,3,1,799,1,4683.681708,0.398,0
TXN003119,CUST00778,686,3,3,66,2,2890.472069,0.186,0
TXN003120,CUST00025,1015,9,2,556,5,1833.440762,0.185,0
TXN003121,CUST00136,1138,9,1,129,3,836.0469006,0,0
TXN003122,CUST00283,1104,10,1,373,1,4673.568149,0.24,0
TXN003123,CUST00156,499,7,3,710,2,4498.588596,0.582,0
TXN003124,CUST00695,1101,7,2,569,1,3749.993107,0.477,0
TXN003125,CUST00058,1180,4,1,343,1,2543.785573,0.435,0
TXN003126,CUST00606,574,5,3,895,4,3844.941952,0.123,0
TXN003127,CUST00130,610,1,3,926,4,2445.369117,0.132,0
TXN003128,CUST00756,876,9,1,533,3,23.18977418,0.603,0
TXN003129,CUST00933,572,3,2,624,5,4430.972273,0.301,0
TXN003130,CUST00024,9,3,3,127,3,3418.50489,0.429,0
TXN003131,CUST00903,89,5,2,339,3,2603.008878,0.654,0
TXN003132,CUST00167,500,7,3,458,3,3919.248246,0.031,0
TXN003133,CUST00972,815,8,2,948,1,1398.702514,0.203,0
TXN003134,CUST00195,443,9,3,784,4,820.1867586,0.344,0
TXN003135,CUST00939,1010,5,3,180,4,2310.265025,0.333,0
TXN003136,CUST00352,1263,7,1,726,5,4714.740249,0.473,0
TXN003137,CUST00754,822,3,1,493,4,3196.620056,0.458,0
TXN003138,CUST00083,1256,7,2,589,3,559.4955031,0.234,0
TXN003139,CUST00343,900,7,1,547,2,3092.635763,0.418,0
TXN003140,CUST00185,925,8,3,742,1,3931.168098,0.374,0
TXN003141,CUST00487,1108,10,1,774,1,855.8864837,0.424,0
TXN003142,CUST00282,300,3,2,788,1,595.1760385,0,0
TXN003143,CUST00279,1208,1,1,485,5,803.7281303,0.264,0
TXN003144,CUST00010,245,9,1,254,4,2113.098652,0.393,0
TXN003145,CUST00924,281,3,3,801,3,410.7858463,0.412,0
TXN003146,CUST00213,929,10,1,660,2,816.9026377,0.608,0
TXN003147,CUST00168,232,8,3,400,5,1278.435186,0.128,0
TXN003148,CUST00686,443,4,1,466,4,181.864211,0.252,0
TXN003149,CUST00285,617,3,1,445,1,3382.181863,0.313,0
TXN003150,CUST00460,1159,9,1,872,4,2629.636882,0.461,0
TXN003151,CUST00923,782,4,2,615,4,2467.87501,0.223,0
TXN003152,CUST00505,315,7,3,749,3,255.9350035,0.104,0
TXN003153,CUST00533,534,8,2,183,1,2018.965507,0.441,0
TXN003154,CUST00388,227,8,1,288,4,2909.233897,0.647,0
TXN003155,CUST00868,692,10,1,377,4,890.4782514,0.296,0
TXN003156,CUST00648,1264,1,2,536,4,4302.860379,0,0
TXN003157,CUST00535,661,10,1,251,4,381.6982809,0.441,0
TXN003158,CUST00162,915,2,3,597,1,4210.389517,0.312,0
TXN003159,CUST00405,1116,5,1,396,4,4120.00386,0.063,0
TXN003160,CUST00944,954,9,2,616,5,4494.347711,0.334,0
TXN003161,CUST00516,189,8,2,712,1,1726.585728,0.203,0
TXN003162,CUST00833,644,3,2,595,3,2160.531267,0.353,0
TXN003163,CUST00954,1019,2,1,916,2,3628.893599,0.294,0
TXN003164,CUST00223,370,6,3,402,3,4023.617268,0.453,0
